{'episode': 0, 'reward': 56.10000000000004, 'avg_reward': np.float64(56.10000000000004), 'epsilon': np.float64(0.9950623544007555), 'max_position': 26, 'steps': 501}
{'episode': 341, 'reward': 242.90000000000018, 'avg_reward': np.float64(198.47800000000015), 'epsilon': np.float64(0.19973814609061644), 'max_position': 88, 'steps': 501}
{'episode': 342, 'reward': 257.80000000000007, 'avg_reward': np.float64(199.4170000000002), 'epsilon': np.float64(0.1987899352302558), 'max_position': 88, 'steps': 501}
{'episode': 343, 'reward': 112.80000000000018, 'avg_reward': np.float64(198.04100000000017), 'epsilon': np.float64(0.1978464630260601), 'max_position': 70, 'steps': 501}
{'episode': 344, 'reward': 241.00000000000014, 'avg_reward': np.float64(198.55500000000015), 'epsilon': np.float64(0.19690770579673322), 'max_position': 191, 'steps': 501}
{'episode': 345, 'reward': 193.49999999999983, 'avg_reward': np.float64(198.04100000000014), 'epsilon': np.float64(0.19597363997932551), 'max_position': 190, 'steps': 501}
{'episode': 346, 'reward': 259.20000000000005, 'avg_reward': np.float64(199.23500000000016), 'epsilon': np.float64(0.19504424212864244), 'max_position': 88, 'steps': 501}
{'episode': 347, 'reward': 248.10000000000002, 'avg_reward': np.float64(199.17600000000016), 'epsilon': np.float64(0.19411948891665634), 'max_position': 88, 'steps': 501}
{'episode': 348, 'reward': 242.50000000000006, 'avg_reward': np.float64(199.15900000000013), 'epsilon': np.float64(0.19319935713192052), 'max_position': 88, 'steps': 501}
{'episode': 349, 'reward': 238.19999999999985, 'avg_reward': np.float64(200.10800000000017), 'epsilon': np.float64(0.19228382367898683), 'max_position': 70, 'steps': 501}
{'episode': 350, 'reward': 104.19999999999997, 'avg_reward': np.float64(199.06800000000013), 'epsilon': np.float64(0.191372865577826), 'max_position': 70, 'steps': 501}
{'episode': 351, 'reward': 255.1999999999998, 'avg_reward': np.float64(199.99400000000017), 'epsilon': np.float64(0.19046645996325082), 'max_position': 70, 'steps': 501}
{'episode': 352, 'reward': 259.19999999999993, 'avg_reward': np.float64(200.83000000000015), 'epsilon': np.float64(0.18956458408434199), 'max_position': 88, 'steps': 501}
{'episode': 353, 'reward': 149.30000000000018, 'avg_reward': np.float64(200.58300000000014), 'epsilon': np.float64(0.18866721530387756), 'max_position': 88, 'steps': 501}
{'episode': 354, 'reward': 159.99999999999994, 'avg_reward': np.float64(199.79900000000012), 'epsilon': np.float64(0.18777433109776426), 'max_position': 88, 'steps': 501}
{'episode': 355, 'reward': 213.60000000000036, 'avg_reward': np.float64(199.53400000000016), 'epsilon': np.float64(0.1868859090544723), 'max_position': 86, 'steps': 501}
{'episode': 356, 'reward': 195.70000000000005, 'avg_reward': np.float64(199.95100000000016), 'epsilon': np.float64(0.18600192687447295), 'max_position': 70, 'steps': 501}
{'episode': 357, 'reward': 214.89999999999992, 'avg_reward': np.float64(199.91400000000013), 'epsilon': np.float64(0.18512236236967863), 'max_position': 70, 'steps': 501}
{'episode': 358, 'reward': 218.7000000000004, 'avg_reward': np.float64(200.4080000000002), 'epsilon': np.float64(0.18424719346288623), 'max_position': 154, 'steps': 501}
{'episode': 359, 'reward': 194.3000000000003, 'avg_reward': np.float64(200.4150000000002), 'epsilon': np.float64(0.18337639818722265), 'max_position': 88, 'steps': 501}
{'episode': 360, 'reward': 219.50000000000006, 'avg_reward': np.float64(200.40600000000012), 'epsilon': np.float64(0.18250995468559372), 'max_position': 70, 'steps': 501}
{'episode': 361, 'reward': 258.8999999999999, 'avg_reward': np.float64(201.40900000000016), 'epsilon': np.float64(0.18164784121013536), 'max_position': 70, 'steps': 501}
{'episode': 362, 'reward': 114.60000000000022, 'avg_reward': np.float64(199.97000000000014), 'epsilon': np.float64(0.18079003612166789), 'max_position': 50, 'steps': 501}
{'episode': 363, 'reward': 150.60000000000016, 'avg_reward': np.float64(199.25500000000014), 'epsilon': np.float64(0.17993651788915277), 'max_position': 50, 'steps': 501}
{'episode': 364, 'reward': 142.2000000000002, 'avg_reward': np.float64(198.48600000000013), 'epsilon': np.float64(0.17908726508915224), 'max_position': 42, 'steps': 501}
{'episode': 365, 'reward': 148.2, 'avg_reward': np.float64(197.91100000000014), 'epsilon': np.float64(0.17824225640529145), 'max_position': 96, 'steps': 501}
{'episode': 366, 'reward': 149.50000000000009, 'avg_reward': np.float64(197.68300000000013), 'epsilon': np.float64(0.17740147062772363), 'max_position': 70, 'steps': 501}
{'episode': 367, 'reward': 258.69999999999993, 'avg_reward': np.float64(198.2840000000002), 'epsilon': np.float64(0.17656488665259748), 'max_position': 70, 'steps': 501}
{'episode': 368, 'reward': 197.3000000000002, 'avg_reward': np.float64(197.86800000000014), 'epsilon': np.float64(0.17573248348152765), 'max_position': 87, 'steps': 501}
{'episode': 369, 'reward': 123.70000000000013, 'avg_reward': np.float64(196.61100000000016), 'epsilon': np.float64(0.17490424022106765), 'max_position': 85, 'steps': 501}
{'episode': 370, 'reward': 135.1000000000001, 'avg_reward': np.float64(196.22900000000013), 'epsilon': np.float64(0.1740801360821853), 'max_position': 87, 'steps': 501}
{'episode': 371, 'reward': 81.20000000000026, 'avg_reward': np.float64(195.08700000000016), 'epsilon': np.float64(0.17326015037974107), 'max_position': 46, 'steps': 501}
{'episode': 372, 'reward': 150.3000000000001, 'avg_reward': np.float64(194.67100000000016), 'epsilon': np.float64(0.17244426253196873), 'max_position': 46, 'steps': 501}
{'episode': 373, 'reward': 80.20000000000022, 'avg_reward': np.float64(192.96600000000012), 'epsilon': np.float64(0.1716324520599589), 'max_position': 45, 'steps': 501}
{'episode': 374, 'reward': 156.7000000000002, 'avg_reward': np.float64(192.26100000000014), 'epsilon': np.float64(0.17082469858714497), 'max_position': 45, 'steps': 501}
{'episode': 375, 'reward': 208.20000000000007, 'avg_reward': np.float64(193.41000000000014), 'epsilon': np.float64(0.1700209818387915), 'max_position': 47, 'steps': 501}
{'episode': 376, 'reward': 209.90000000000003, 'avg_reward': np.float64(193.33800000000016), 'epsilon': np.float64(0.16922128164148564), 'max_position': 46, 'steps': 501}
{'episode': 377, 'reward': 242.70000000000005, 'avg_reward': np.float64(193.58200000000016), 'epsilon': np.float64(0.1684255779226304), 'max_position': 45, 'steps': 501}
{'episode': 378, 'reward': 177.80000000000004, 'avg_reward': np.float64(193.33300000000014), 'epsilon': np.float64(0.16763385070994116), 'max_position': 38, 'steps': 501}
{'episode': 379, 'reward': 200.40000000000006, 'avg_reward': np.float64(193.37500000000014), 'epsilon': np.float64(0.16684608013094404), 'max_position': 38, 'steps': 501}
{'episode': 380, 'reward': 123.80000000000037, 'avg_reward': np.float64(193.45300000000015), 'epsilon': np.float64(0.1660622464124775), 'max_position': 97, 'steps': 501}
{'episode': 381, 'reward': 166.3000000000004, 'avg_reward': np.float64(193.11500000000012), 'epsilon': np.float64(0.1652823298801956), 'max_position': 88, 'steps': 501}
{'episode': 382, 'reward': 210.10000000000016, 'avg_reward': np.float64(192.86100000000013), 'epsilon': np.float64(0.16450631095807441), 'max_position': 89, 'steps': 501}
{'episode': 383, 'reward': 129.60000000000048, 'avg_reward': np.float64(192.34200000000013), 'epsilon': np.float64(0.16373417016792072), 'max_position': 29, 'steps': 501}
{'episode': 384, 'reward': 87.2000000000002, 'avg_reward': np.float64(191.35600000000014), 'epsilon': np.float64(0.16296588812888285), 'max_position': 47, 'steps': 501}
{'episode': 385, 'reward': 23.69999999999984, 'avg_reward': np.float64(189.13800000000015), 'epsilon': np.float64(0.16220144555696456), 'max_position': 29, 'steps': 501}
{'episode': 386, 'reward': 50.79999999999999, 'avg_reward': np.float64(187.21000000000015), 'epsilon': np.float64(0.16144082326454065), 'max_position': 33, 'steps': 501}
{'episode': 387, 'reward': 136.20000000000007, 'avg_reward': np.float64(186.25900000000016), 'epsilon': np.float64(0.16068400215987563), 'max_position': 25, 'steps': 501}
{'episode': 388, 'reward': 102.60000000000052, 'avg_reward': np.float64(186.21900000000016), 'epsilon': np.float64(0.1599309632466443), 'max_position': 32, 'steps': 501}
{'episode': 389, 'reward': 161.7000000000001, 'avg_reward': np.float64(185.51900000000015), 'epsilon': np.float64(0.15918168762345516), 'max_position': 90, 'steps': 501}
{'episode': 390, 'reward': 20.29999999999983, 'avg_reward': np.float64(183.32500000000016), 'epsilon': np.float64(0.1584361564833757), 'max_position': 35, 'steps': 501}
{'episode': 391, 'reward': 75.20000000000006, 'avg_reward': np.float64(181.65200000000016), 'epsilon': np.float64(0.15769435111346075), 'max_position': 86, 'steps': 501}
{'episode': 392, 'reward': 200.70000000000016, 'avg_reward': np.float64(181.12100000000018), 'epsilon': np.float64(0.1569562528942823), 'max_position': 86, 'steps': 501}
{'episode': 393, 'reward': 179.20000000000016, 'avg_reward': np.float64(181.09600000000012), 'epsilon': np.float64(0.1562218432994625), 'max_position': 90, 'steps': 501}
{'episode': 394, 'reward': 89.20000000000023, 'avg_reward': np.float64(179.66500000000013), 'epsilon': np.float64(0.15549110389520857), 'max_position': 87, 'steps': 501}
{'episode': 395, 'reward': 199.3000000000001, 'avg_reward': np.float64(179.18200000000016), 'epsilon': np.float64(0.15476401633984996), 'max_position': 90, 'steps': 501}
{'episode': 396, 'reward': 234.80000000000013, 'avg_reward': np.float64(179.58100000000013), 'epsilon': np.float64(0.15404056238337818), 'max_position': 90, 'steps': 501}
{'episode': 397, 'reward': -0.3000000000000999, 'avg_reward': np.float64(178.07800000000015), 'epsilon': np.float64(0.15332072386698864), 'max_position': 32, 'steps': 501}
{'episode': 398, 'reward': 33.19999999999987, 'avg_reward': np.float64(177.09000000000015), 'epsilon': np.float64(0.15260448272262472), 'max_position': 25, 'steps': 501}
{'episode': 399, 'reward': 71.99999999999996, 'avg_reward': np.float64(176.68100000000015), 'epsilon': np.float64(0.15189182097252452), 'max_position': 19, 'steps': 501}
{'episode': 400, 'reward': 52.8, 'avg_reward': np.float64(176.31200000000015), 'epsilon': np.float64(0.1511827207287694), 'max_position': 20, 'steps': 501}
{'episode': 401, 'reward': 99.50000000000004, 'avg_reward': np.float64(176.04200000000012), 'epsilon': np.float64(0.15047716419283513), 'max_position': 82, 'steps': 501}
{'episode': 402, 'reward': -4.499999999999968, 'avg_reward': np.float64(174.80300000000014), 'epsilon': np.float64(0.14977513365514503), 'max_position': 21, 'steps': 501}
{'episode': 403, 'reward': 40.799999999999784, 'avg_reward': np.float64(173.9630000000001), 'epsilon': np.float64(0.1490766114946256), 'max_position': 20, 'steps': 501}
{'episode': 404, 'reward': 26.299999999999795, 'avg_reward': np.float64(172.8840000000001), 'epsilon': np.float64(0.14838158017826403), 'max_position': 20, 'steps': 501}
{'episode': 405, 'reward': 130.8000000000002, 'avg_reward': np.float64(172.7810000000001), 'epsilon': np.float64(0.14769002226066832), 'max_position': 90, 'steps': 501}
{'episode': 406, 'reward': 64.69999999999985, 'avg_reward': np.float64(170.8980000000001), 'epsilon': np.float64(0.14700192038362925), 'max_position': 21, 'steps': 501}
{'episode': 407, 'reward': 75.90000000000012, 'avg_reward': np.float64(169.55700000000013), 'epsilon': np.float64(0.14631725727568476), 'max_position': 21, 'steps': 501}
{'episode': 408, 'reward': 194.30000000000027, 'avg_reward': np.float64(168.9820000000001), 'epsilon': np.float64(0.14563601575168647), 'max_position': 82, 'steps': 501}
{'episode': 409, 'reward': 198.70000000000016, 'avg_reward': np.float64(168.6410000000001), 'epsilon': np.float64(0.1449581787123682), 'max_position': 83, 'steps': 501}
{'episode': 410, 'reward': 152.90000000000057, 'avg_reward': np.float64(168.74100000000013), 'epsilon': np.float64(0.14428372914391693), 'max_position': 74, 'steps': 501}
{'episode': 411, 'reward': 117.80000000000031, 'avg_reward': np.float64(167.9700000000001), 'epsilon': np.float64(0.1436126501175456), 'max_position': 84, 'steps': 501}
{'episode': 412, 'reward': 210.29999999999998, 'avg_reward': np.float64(167.9680000000001), 'epsilon': np.float64(0.14294492478906834), 'max_position': 82, 'steps': 501}
{'episode': 413, 'reward': 201.70000000000022, 'avg_reward': np.float64(167.56800000000013), 'epsilon': np.float64(0.14228053639847754), 'max_position': 70, 'steps': 501}
{'episode': 414, 'reward': 236.10000000000025, 'avg_reward': np.float64(168.12100000000007), 'epsilon': np.float64(0.14161946826952326), 'max_position': 82, 'steps': 501}
{'episode': 415, 'reward': 191.60000000000014, 'avg_reward': np.float64(167.46500000000006), 'epsilon': np.float64(0.14096170380929474), 'max_position': 86, 'steps': 501}
{'episode': 416, 'reward': 176.30000000000038, 'avg_reward': np.float64(166.56700000000012), 'epsilon': np.float64(0.14030722650780364), 'max_position': 90, 'steps': 501}
{'episode': 417, 'reward': 112.10000000000014, 'avg_reward': np.float64(165.30500000000012), 'epsilon': np.float64(0.1396560199375699), 'max_position': 83, 'steps': 501}
{'episode': 418, 'reward': 240.30000000000013, 'avg_reward': np.float64(165.29900000000012), 'epsilon': np.float64(0.1390080677532093), 'max_position': 70, 'steps': 501}
{'episode': 419, 'reward': 258.40000000000003, 'avg_reward': np.float64(166.23600000000013), 'epsilon': np.float64(0.13836335369102323), 'max_position': 70, 'steps': 501}
{'episode': 420, 'reward': 132.00000000000034, 'avg_reward': np.float64(165.19600000000008), 'epsilon': np.float64(0.1377218615685904), 'max_position': 88, 'steps': 501}
{'episode': 421, 'reward': 191.8000000000002, 'avg_reward': np.float64(164.6860000000001), 'epsilon': np.float64(0.13708357528436066), 'max_position': 90, 'steps': 501}
{'episode': 422, 'reward': 77.79999999999988, 'avg_reward': np.float64(163.0050000000001), 'epsilon': np.float64(0.136448478817251), 'max_position': 73, 'steps': 501}
{'episode': 423, 'reward': 144.20000000000033, 'avg_reward': np.float64(162.01500000000013), 'epsilon': np.float64(0.13581655622624317), 'max_position': 90, 'steps': 501}
{'episode': 424, 'reward': 69.3999999999999, 'avg_reward': np.float64(160.25800000000012), 'epsilon': np.float64(0.13518779164998382), 'max_position': 94, 'steps': 501}
{'episode': 425, 'reward': 187.50000000000014, 'avg_reward': np.float64(159.66800000000012), 'epsilon': np.float64(0.13456216930638612), 'max_position': 89, 'steps': 501}
{'episode': 426, 'reward': 65.60000000000005, 'avg_reward': np.float64(157.90300000000013), 'epsilon': np.float64(0.13393967349223398), 'max_position': 32, 'steps': 501}
{'episode': 427, 'reward': 103.00000000000051, 'avg_reward': np.float64(157.69200000000012), 'epsilon': np.float64(0.13332028858278744), 'max_position': 54, 'steps': 501}
{'episode': 428, 'reward': 173.70000000000024, 'avg_reward': np.float64(157.10700000000014), 'epsilon': np.float64(0.13270399903139085), 'max_position': 186, 'steps': 501}
{'episode': 429, 'reward': 211.10000000000042, 'avg_reward': np.float64(156.93000000000015), 'epsilon': np.float64(0.13209078936908245), 'max_position': 185, 'steps': 501}
{'episode': 430, 'reward': 207.19999999999996, 'avg_reward': np.float64(157.2500000000001), 'epsilon': np.float64(0.13148064420420622), 'max_position': 70, 'steps': 501}
{'episode': 431, 'reward': 196.9000000000003, 'avg_reward': np.float64(156.78500000000014), 'epsilon': np.float64(0.13087354822202546), 'max_position': 90, 'steps': 501}
{'episode': 432, 'reward': 168.00000000000023, 'avg_reward': np.float64(157.56100000000012), 'epsilon': np.float64(0.13026948618433848), 'max_position': 90, 'steps': 501}
{'episode': 433, 'reward': 58.2000000000005, 'avg_reward': np.float64(157.19200000000012), 'epsilon': np.float64(0.12966844292909593), 'max_position': 92, 'steps': 501}
{'episode': 434, 'reward': 132.39999999999992, 'avg_reward': np.float64(157.8850000000001), 'epsilon': np.float64(0.12907040337002051), 'max_position': 150, 'steps': 501}
{'episode': 435, 'reward': 246.29999999999998, 'avg_reward': np.float64(158.8960000000001), 'epsilon': np.float64(0.12847535249622805), 'max_position': 89, 'steps': 501}
{'episode': 436, 'reward': 252.50000000000003, 'avg_reward': np.float64(159.9650000000001), 'epsilon': np.float64(0.1278832753718509), 'max_position': 89, 'steps': 501}
{'episode': 437, 'reward': 262.5, 'avg_reward': np.float64(160.06600000000012), 'epsilon': np.float64(0.12729415713566297), 'max_position': 88, 'steps': 501}
{'episode': 438, 'reward': 47.40000000000017, 'avg_reward': np.float64(158.1690000000001), 'epsilon': np.float64(0.12670798300070663), 'max_position': 92, 'steps': 501}
{'episode': 439, 'reward': 196.90000000000018, 'avg_reward': np.float64(158.1280000000001), 'epsilon': np.float64(0.12612473825392173), 'max_position': 88, 'steps': 501}
{'episode': 440, 'reward': 130.7999999999999, 'avg_reward': np.float64(157.34400000000008), 'epsilon': np.float64(0.1255444082557762), 'max_position': 87, 'steps': 501}
{'episode': 441, 'reward': 215.00000000000026, 'avg_reward': np.float64(157.06500000000008), 'epsilon': np.float64(0.12496697843989854), 'max_position': 88, 'steps': 501}
{'episode': 442, 'reward': 254.20000000000013, 'avg_reward': np.float64(157.0290000000001), 'epsilon': np.float64(0.12439243431271234), 'max_position': 88, 'steps': 501}
{'episode': 443, 'reward': 231.40000000000015, 'avg_reward': np.float64(158.2150000000001), 'epsilon': np.float64(0.12382076145307237), 'max_position': 71, 'steps': 501}
{'episode': 444, 'reward': 207.4000000000002, 'avg_reward': np.float64(157.87900000000008), 'epsilon': np.float64(0.1232519455119027), 'max_position': 88, 'steps': 501}
{'episode': 445, 'reward': 90.70000000000044, 'avg_reward': np.float64(156.8510000000001), 'epsilon': np.float64(0.12268597221183646), 'max_position': 93, 'steps': 501}
{'episode': 446, 'reward': 49.3, 'avg_reward': np.float64(154.7520000000001), 'epsilon': np.float64(0.12212282734685742), 'max_position': 90, 'steps': 501}
{'episode': 447, 'reward': 172.70000000000036, 'avg_reward': np.float64(153.99800000000013), 'epsilon': np.float64(0.12156249678194372), 'max_position': 84, 'steps': 501}
{'episode': 448, 'reward': 134.0000000000005, 'avg_reward': np.float64(152.9130000000001), 'epsilon': np.float64(0.12100496645271266), 'max_position': 88, 'steps': 501}
{'episode': 449, 'reward': 99.10000000000042, 'avg_reward': np.float64(151.5220000000001), 'epsilon': np.float64(0.12045022236506799), 'max_position': 86, 'steps': 501}
{'episode': 450, 'reward': 120.20000000000051, 'avg_reward': np.float64(151.68200000000013), 'epsilon': np.float64(0.11989825059484847), 'max_position': 83, 'steps': 501}
{'episode': 451, 'reward': 95.60000000000073, 'avg_reward': np.float64(150.08600000000013), 'epsilon': np.float64(0.11934903728747852), 'max_position': 85, 'steps': 501}
{'episode': 452, 'reward': 53.80000000000001, 'avg_reward': np.float64(148.03200000000012), 'epsilon': np.float64(0.11880256865762033), 'max_position': 72, 'steps': 501}
{'episode': 453, 'reward': 195.89999999999998, 'avg_reward': np.float64(148.49800000000013), 'epsilon': np.float64(0.118258830988828), 'max_position': 71, 'steps': 501}
{'episode': 454, 'reward': 257.7999999999999, 'avg_reward': np.float64(149.4760000000001), 'epsilon': np.float64(0.1177178106332031), 'max_position': 70, 'steps': 501}
{'episode': 455, 'reward': 262.20000000000005, 'avg_reward': np.float64(149.96200000000013), 'epsilon': np.float64(0.1171794940110522), 'max_position': 88, 'steps': 501}
{'episode': 456, 'reward': 254.5999999999999, 'avg_reward': np.float64(150.55100000000013), 'epsilon': np.float64(0.11664386761054599), 'max_position': 71, 'steps': 501}
{'episode': 457, 'reward': 135.90000000000003, 'avg_reward': np.float64(149.76100000000014), 'epsilon': np.float64(0.11611091798738006), 'max_position': 87, 'steps': 501}
{'episode': 458, 'reward': 127.3000000000008, 'avg_reward': np.float64(148.84700000000012), 'epsilon': np.float64(0.11558063176443772), 'max_position': 86, 'steps': 501}
{'episode': 459, 'reward': 242.89999999999992, 'avg_reward': np.float64(149.33300000000014), 'epsilon': np.float64(0.11505299563145388), 'max_position': 70, 'steps': 501}
{'episode': 460, 'reward': 179.90000000000035, 'avg_reward': np.float64(148.93700000000013), 'epsilon': np.float64(0.11452799634468108), 'max_position': 85, 'steps': 501}
{'episode': 461, 'reward': 91.2000000000004, 'avg_reward': np.float64(147.26000000000013), 'epsilon': np.float64(0.1140056207265572), 'max_position': 87, 'steps': 501}
{'episode': 462, 'reward': 213.1, 'avg_reward': np.float64(148.24500000000012), 'epsilon': np.float64(0.11348585566537456), 'max_position': 85, 'steps': 501}
{'episode': 463, 'reward': 244.49999999999994, 'avg_reward': np.float64(149.1840000000001), 'epsilon': np.float64(0.11296868811495082), 'max_position': 71, 'steps': 501}
{'episode': 464, 'reward': 258.4, 'avg_reward': np.float64(150.34600000000012), 'epsilon': np.float64(0.11245410509430163), 'max_position': 71, 'steps': 501}
{'episode': 465, 'reward': 223.99999999999997, 'avg_reward': np.float64(151.10400000000013), 'epsilon': np.float64(0.1119420936873147), 'max_position': 70, 'steps': 501}
{'episode': 466, 'reward': 240.89999999999998, 'avg_reward': np.float64(152.01800000000011), 'epsilon': np.float64(0.11143264104242563), 'max_position': 70, 'steps': 501}
{'episode': 467, 'reward': 254.19999999999993, 'avg_reward': np.float64(151.97300000000013), 'epsilon': np.float64(0.11092573437229532), 'max_position': 70, 'steps': 501}
{'episode': 468, 'reward': 67.10000000000053, 'avg_reward': np.float64(150.67100000000013), 'epsilon': np.float64(0.11042136095348902), 'max_position': 69, 'steps': 501}
{'episode': 469, 'reward': 127.40000000000009, 'avg_reward': np.float64(150.70800000000014), 'epsilon': np.float64(0.10991950812615708), 'max_position': 90, 'steps': 501}
{'episode': 470, 'reward': 98.40000000000062, 'avg_reward': np.float64(150.34100000000015), 'epsilon': np.float64(0.10942016329371697), 'max_position': 69, 'steps': 501}
{'episode': 471, 'reward': 17.20000000000018, 'avg_reward': np.float64(149.70100000000014), 'epsilon': np.float64(0.10892331392253722), 'max_position': 68, 'steps': 501}
{'episode': 472, 'reward': 98.40000000000087, 'avg_reward': np.float64(149.18200000000016), 'epsilon': np.float64(0.10842894754162287), 'max_position': 69, 'steps': 501}
{'episode': 473, 'reward': 179.50000000000034, 'avg_reward': np.float64(150.17500000000018), 'epsilon': np.float64(0.10793705174230236), 'max_position': 70, 'steps': 501}
{'episode': 474, 'reward': 69.80000000000048, 'avg_reward': np.float64(149.30600000000015), 'epsilon': np.float64(0.10744761417791611), 'max_position': 67, 'steps': 501}
{'episode': 475, 'reward': 238.69999999999993, 'avg_reward': np.float64(149.61100000000016), 'epsilon': np.float64(0.10696062256350661), 'max_position': 70, 'steps': 501}
{'episode': 476, 'reward': 246.6999999999999, 'avg_reward': np.float64(149.97900000000018), 'epsilon': np.float64(0.10647606467551007), 'max_position': 70, 'steps': 501}
{'episode': 477, 'reward': 256.70000000000005, 'avg_reward': np.float64(150.11900000000017), 'epsilon': np.float64(0.10599392835144962), 'max_position': 70, 'steps': 501}
{'episode': 478, 'reward': 149.60000000000062, 'avg_reward': np.float64(149.83700000000016), 'epsilon': np.float64(0.10551420148962998), 'max_position': 86, 'steps': 501}
{'episode': 479, 'reward': 50.69999999999987, 'avg_reward': np.float64(148.34000000000017), 'epsilon': np.float64(0.10503687204883373), 'max_position': 85, 'steps': 501}
{'episode': 480, 'reward': 130.60000000000014, 'avg_reward': np.float64(148.4080000000002), 'epsilon': np.float64(0.1045619280480192), 'max_position': 85, 'steps': 501}
{'episode': 481, 'reward': 21.799999999999816, 'avg_reward': np.float64(146.96300000000014), 'epsilon': np.float64(0.10408935756601947), 'max_position': 68, 'steps': 501}
{'episode': 482, 'reward': 185.9999999999999, 'avg_reward': np.float64(146.72200000000015), 'epsilon': np.float64(0.10361914874124342), 'max_position': 70, 'steps': 501}
{'episode': 483, 'reward': 79.5000000000008, 'avg_reward': np.float64(146.22100000000015), 'epsilon': np.float64(0.10315128977137782), 'max_position': 68, 'steps': 501}
{'episode': 484, 'reward': 190.1000000000006, 'avg_reward': np.float64(147.25000000000014), 'epsilon': np.float64(0.10268576891309115), 'max_position': 65, 'steps': 501}
{'episode': 485, 'reward': 145.2000000000005, 'avg_reward': np.float64(148.46500000000017), 'epsilon': np.float64(0.10222257448173891), 'max_position': 66, 'steps': 501}
{'episode': 486, 'reward': 170.60000000000062, 'avg_reward': np.float64(149.66300000000018), 'epsilon': np.float64(0.10176169485107023), 'max_position': 81, 'steps': 501}
{'episode': 487, 'reward': 198.20000000000036, 'avg_reward': np.float64(150.2830000000002), 'epsilon': np.float64(0.10130311845293609), 'max_position': 88, 'steps': 501}
{'episode': 488, 'reward': 224.70000000000027, 'avg_reward': np.float64(151.5040000000002), 'epsilon': np.float64(0.10084683377699895), 'max_position': 88, 'steps': 501}
{'episode': 489, 'reward': 111.50000000000058, 'avg_reward': np.float64(151.00200000000018), 'epsilon': np.float64(0.10039282937044389), 'max_position': 83, 'steps': 501}
{'episode': 490, 'reward': 256.59999999999985, 'avg_reward': np.float64(153.3650000000002), 'epsilon': np.float64(0.099941093837691), 'max_position': 70, 'steps': 501}
{'episode': 491, 'reward': 112.80000000000062, 'avg_reward': np.float64(153.7410000000002), 'epsilon': np.float64(0.0994916158401096), 'max_position': 86, 'steps': 501}
{'episode': 492, 'reward': 132.50000000000065, 'avg_reward': np.float64(153.05900000000017), 'epsilon': np.float64(0.09904438409573338), 'max_position': 84, 'steps': 501}
{'episode': 493, 'reward': 93.80000000000044, 'avg_reward': np.float64(152.2050000000002), 'epsilon': np.float64(0.09859938737897736), 'max_position': 88, 'steps': 501}
{'episode': 494, 'reward': 218.6000000000002, 'avg_reward': np.float64(153.4990000000002), 'epsilon': np.float64(0.09815661452035607), 'max_position': 88, 'steps': 501}
{'episode': 495, 'reward': 256.6000000000001, 'avg_reward': np.float64(154.0720000000002), 'epsilon': np.float64(0.09771605440620322), 'max_position': 88, 'steps': 501}
{'episode': 496, 'reward': 102.70000000000009, 'avg_reward': np.float64(152.7510000000002), 'epsilon': np.float64(0.0972776959783928), 'max_position': 58, 'steps': 501}
{'episode': 497, 'reward': 124.80000000000037, 'avg_reward': np.float64(154.0020000000002), 'epsilon': np.float64(0.09684152823406139), 'max_position': 88, 'steps': 501}
{'episode': 498, 'reward': 101.60000000000008, 'avg_reward': np.float64(154.6860000000002), 'epsilon': np.float64(0.0964075402253321), 'max_position': 58, 'steps': 501}
{'episode': 499, 'reward': 248.50000000000043, 'avg_reward': np.float64(156.4510000000002), 'epsilon': np.float64(0.09597572105903973), 'max_position': 174, 'steps': 501}
{'episode': 500, 'reward': 171.40000000000012, 'avg_reward': np.float64(157.6370000000002), 'epsilon': np.float64(0.09554605989645731), 'max_position': 56, 'steps': 501}
